Token_declencheur	Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemme
pas	PtitLibe	4423-38686131	7-12_PtitLibe80-P_tit_Libe_philosophes_Pourquoi_certaines_personnes_ont_pouvoir	4423-38686131_2049-2186	Dans ce cas, on se dit : «C’est pas juste !» Et ce qui est injuste, c’est que les personnes qui subissent un pouvoir n’en possèdent pas. 	aetienne_1629837972973_4423-38686131	aetienne	C’est pas juste	Proposition	pas juste	Montree	Base	Base	Colere	Tristesse	pas
juste	PtitLibe	4423-38686131	7-12_PtitLibe80-P_tit_Libe_philosophes_Pourquoi_certaines_personnes_ont_pouvoir	4423-38686131_2049-2186	Dans ce cas, on se dit : «C’est pas juste !» Et ce qui est injuste, c’est que les personnes qui subissent un pouvoir n’en possèdent pas. 	aetienne_1629837972973_4423-38686131	aetienne	C’est pas juste	Proposition	pas juste	Montree	Base	Base	Colere	Tristesse	juste
pas	PtitLibe	4423-38686131	7-12_PtitLibe80-P_tit_Libe_philosophes_Pourquoi_certaines_personnes_ont_pouvoir	4423-38686131_3754-3935	Même quand ils sont élus, les dirigeants doivent faire attention à ce que les gens (qu’on appelle les citoyens) ne se disent pas «c’est pas juste !» quand ils prennent une décision.	aetienne_1629838242613_4423-38686131	aetienne	c’est pas juste	Proposition	pas juste	Montree	Base	Base	Colere	Tristesse	pas
juste	PtitLibe	4423-38686131	7-12_PtitLibe80-P_tit_Libe_philosophes_Pourquoi_certaines_personnes_ont_pouvoir	4423-38686131_3754-3935	Même quand ils sont élus, les dirigeants doivent faire attention à ce que les gens (qu’on appelle les citoyens) ne se disent pas «c’est pas juste !» quand ils prennent une décision.	aetienne_1629838242613_4423-38686131	aetienne	c’est pas juste	Proposition	pas juste	Montree	Base	Base	Colere	Tristesse	juste
même	PtitLibe	2187-3239676	7-12_PtitLibe81-petrole_carburant	2187-3239676_785-1036	Mais quand elles sont vraiment trop nombreuses, elles peuvent former un épais brouillard grisâtre. «Ces particules sont dangereuses pour la santé. A force de les inhaler, on respire moins bien, on peut même tomber malade», précise Matthieu Auzanneau. 	aetienne_1621579835048_2187-3239676	aetienne	même	SAdv	même	Montree	Base	Aucun	Peur	Aucune	même
même	PtitLibe	2347-50364963	7-12_PtitLibe81-petrole_complique_se_passer_petrole	2347-50364963_1493-1618	En avril dernier, une entreprise française a même réussi à faire rouler une voiture avec… des betteraves dans le réservoir ! 	aetienne_1621579835067_2347-50364963	aetienne	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même
vraiment	PtitLibe	2035-3649635	7-12_PtitLibe82-disparition_animaux_sauvages_Nino	2035-3649635_36-105	«Il y a de moins en moins d’animaux, ça tourne vraiment à l’envers». 	aetienne_1621579835174_2035-3649635	aetienne	vraiment	SAdv	vraiment	Montree	Base	Aucun	Peur	Aucune	vraiment
même	PtitLibe	3003-23357664	7-12_PtitLibe82-disparition_animaux_sauvages_Que_faire_pour_sauver	3003-23357664_377-474	Et ils sont même revenus il y a deux ans dans la région Ile-de-France, après 200 ans d’absence ! 	aetienne_1621579835196_3003-23357664	aetienne	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même
même	PtitLibe	2469-55474452	7-12_PtitLibe82-disparition_animaux_sauvages_Que_se_passe	2469-55474452_1372-1538	On détruit même les espèces qu’on aime : on a tué quasiment la moitié des lions, la moitié des éléphants, et, selon les pays africains, entre 50% et 90% des girafes. 	aetienne_1621579835208_2469-55474452	aetienne	même	SAdv	même	Montree	Base	Aucun	Tristesse	Aucune	même
pourtant	PtitLibe	2469-55474452	7-12_PtitLibe82-disparition_animaux_sauvages_Que_se_passe	2469-55474452_1780-1973	Ces animaux existent depuis 360 millions d’années, ils ont vu apparaître puis disparaître les dinosaures, et pourtant ils sont aujourd’hui en grand danger avec 168 espèces disparues en 20 ans !	aetienne_1621579835211_2469-55474452	aetienne	pourtant	SAdv	pourtant	Montree	Base	Base	Surprise	Tristesse	pourtant
Jusqu	PtitLibe	2728-30656934	7-12_PtitLibe85-metiers_Noel_Eloi	2728-30656934_424-477	Jusqu’à 100 nouveaux jouets par an y sont imaginés ! 	aetienne_1629920328776_2728-30656934	aetienne	Jusqu’à	SPrep	Jusqu’à	Montree	Base	Aucun	Surprise	Aucune	Jusqu
à	PtitLibe	2728-30656934	7-12_PtitLibe85-metiers_Noel_Eloi	2728-30656934_424-477	Jusqu’à 100 nouveaux jouets par an y sont imaginés ! 	aetienne_1629920328776_2728-30656934	aetienne	Jusqu’à	SPrep	Jusqu’à	Montree	Base	Aucun	Surprise	Aucune	à
jusqu	PtitLibe	1944-53284671	7-12_PtitLibe85-metiers_Noel_Yann	1944-53284671_734-817	Dans l’atelier de fabrication, il peut faire très chaud, jusqu’à 50 degrés en été !	aetienne_1629921405442_1944-53284671	aetienne	jusqu’à	SPrep	jusqu’à	Montree	Base	Aucun	Surprise	Aucune	jusqu
à	PtitLibe	1944-53284671	7-12_PtitLibe85-metiers_Noel_Yann	1944-53284671_734-817	Dans l’atelier de fabrication, il peut faire très chaud, jusqu’à 50 degrés en été !	aetienne_1629921405442_1944-53284671	aetienne	jusqu’à	SPrep	jusqu’à	Montree	Base	Aucun	Surprise	Aucune	à
juste	PtitLibe	1829-21897810	7-12_PtitLibe87-extraterrestres_Paul_Martin	1829-21897810_1343-1595	Par exemple, dans les romans de science-fiction, les extraterrestres kidnappent souvent les humains pour les étudier. «Mais quand Kiki et Aliène enlèvent une personne, c’est juste pour lui demander la recette de la bolognaise !», raconte le scénariste.	aetienne_1629986971404_1829-21897810	aetienne	juste	SAdv	juste	Montree	Base	Base	Surprise	Joie	juste
ça	PtitLibe	1474-80291970	7-12_PtitLibe9-De_animal_a_viande_Abel	1474-80291970_1287-1401	Le menu «fête foraine» : une fois par an il a droit à un hot-dog, des frites et une barbe à papa et ça, il adore !	aetienne_1621579836076_1474-80291970	aetienne	ça, il adore	Autre	ça, il adore	Montree	Base	Aucun	Joie	Aucune	ça
il	PtitLibe	1474-80291970	7-12_PtitLibe9-De_animal_a_viande_Abel	1474-80291970_1287-1401	Le menu «fête foraine» : une fois par an il a droit à un hot-dog, des frites et une barbe à papa et ça, il adore !	aetienne_1621579836076_1474-80291970	aetienne	ça, il adore	Autre	ça, il adore	Montree	Base	Aucun	Joie	Aucune	il
adore	PtitLibe	1474-80291970	7-12_PtitLibe9-De_animal_a_viande_Abel	1474-80291970_1287-1401	Le menu «fête foraine» : une fois par an il a droit à un hot-dog, des frites et une barbe à papa et ça, il adore !	aetienne_1621579836076_1474-80291970	aetienne	ça, il adore	Autre	ça, il adore	Montree	Base	Aucun	Joie	Aucune	adorer
même	PtitLibe	3972-92700729	7-12_PtitLibe9-De_animal_a_viande_D_ou_vient_viande	3972-92700729_3100-3142	On utilise même du porc dans des bonbons !	aetienne_1621579836126_3972-92700729	aetienne	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même
même	PtitLibe	3712-48905109	7-12_PtitLibe9-De_animal_a_viande_mangera_futur	3712-48905109_1854-1891	On peut même en faire des biscuits ! 	aetienne_1621579836147_3712-48905109	aetienne	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même
même	PtitLibe	3491-37956204	7-12_PtitLibe9-De_animal_a_viande_Pourquoi_mange_viande	3491-37956204_901-1050	Il n’est pas tout seul dans ce cas-là : le renard roux, par exemple, mange des vers de terre, des petits rongeurs (même des lapins !) et des fruits. 	aetienne_1621579836168_3491-37956204	aetienne	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même
Dur	PtitLibe	2473-82481751	7-12_PtitLibe90-restaurants_etoiles_avoir_etoiles_Michelin	2473-82481751_656-664	Dur dur.	aetienne_1630014537290_2473-82481751	aetienne	Dur dur	Accumulation	Dur dur	Montree	Base	Aucun	Tristesse	Aucune	dur
dur	PtitLibe	2473-82481751	7-12_PtitLibe90-restaurants_etoiles_avoir_etoiles_Michelin	2473-82481751_656-664	Dur dur.	aetienne_1630014537290_2473-82481751	aetienne	Dur dur	Accumulation	Dur dur	Montree	Base	Aucun	Tristesse	Aucune	dur
qu	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_36-102	Ah la la, qu’est-ce qu’un bon repas peut apporter comme plaisir ! 	aetienne_1630049081776_2147-37906209	aetienne	qu’est-ce qu’un bon repas peut apporter comme plaisir	Enonce exclamatif	qu’est-ce qu’un bon repas peut apporter comme plaisir	Montree	Base	Aucun	Joie	Aucune	que
est-ce	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_36-102	Ah la la, qu’est-ce qu’un bon repas peut apporter comme plaisir ! 	aetienne_1630049081776_2147-37906209	aetienne	qu’est-ce qu’un bon repas peut apporter comme plaisir	Enonce exclamatif	qu’est-ce qu’un bon repas peut apporter comme plaisir	Montree	Base	Aucun	Joie	Aucune	estecer
qu	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_36-102	Ah la la, qu’est-ce qu’un bon repas peut apporter comme plaisir ! 	aetienne_1630049081776_2147-37906209	aetienne	qu’est-ce qu’un bon repas peut apporter comme plaisir	Enonce exclamatif	qu’est-ce qu’un bon repas peut apporter comme plaisir	Montree	Base	Aucun	Joie	Aucune	que
un	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_36-102	Ah la la, qu’est-ce qu’un bon repas peut apporter comme plaisir ! 	aetienne_1630049081776_2147-37906209	aetienne	qu’est-ce qu’un bon repas peut apporter comme plaisir	Enonce exclamatif	qu’est-ce qu’un bon repas peut apporter comme plaisir	Montree	Base	Aucun	Joie	Aucune	un
bon	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_36-102	Ah la la, qu’est-ce qu’un bon repas peut apporter comme plaisir ! 	aetienne_1630049081776_2147-37906209	aetienne	qu’est-ce qu’un bon repas peut apporter comme plaisir	Enonce exclamatif	qu’est-ce qu’un bon repas peut apporter comme plaisir	Montree	Base	Aucun	Joie	Aucune	bon
repas	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_36-102	Ah la la, qu’est-ce qu’un bon repas peut apporter comme plaisir ! 	aetienne_1630049081776_2147-37906209	aetienne	qu’est-ce qu’un bon repas peut apporter comme plaisir	Enonce exclamatif	qu’est-ce qu’un bon repas peut apporter comme plaisir	Montree	Base	Aucun	Joie	Aucune	repas
peut	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_36-102	Ah la la, qu’est-ce qu’un bon repas peut apporter comme plaisir ! 	aetienne_1630049081776_2147-37906209	aetienne	qu’est-ce qu’un bon repas peut apporter comme plaisir	Enonce exclamatif	qu’est-ce qu’un bon repas peut apporter comme plaisir	Montree	Base	Aucun	Joie	Aucune	pouvoir
apporter	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_36-102	Ah la la, qu’est-ce qu’un bon repas peut apporter comme plaisir ! 	aetienne_1630049081776_2147-37906209	aetienne	qu’est-ce qu’un bon repas peut apporter comme plaisir	Enonce exclamatif	qu’est-ce qu’un bon repas peut apporter comme plaisir	Montree	Base	Aucun	Joie	Aucune	apporter
comme	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_36-102	Ah la la, qu’est-ce qu’un bon repas peut apporter comme plaisir ! 	aetienne_1630049081776_2147-37906209	aetienne	qu’est-ce qu’un bon repas peut apporter comme plaisir	Enonce exclamatif	qu’est-ce qu’un bon repas peut apporter comme plaisir	Montree	Base	Aucun	Joie	Aucune	comme
plaisir	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_36-102	Ah la la, qu’est-ce qu’un bon repas peut apporter comme plaisir ! 	aetienne_1630049081776_2147-37906209	aetienne	qu’est-ce qu’un bon repas peut apporter comme plaisir	Enonce exclamatif	qu’est-ce qu’un bon repas peut apporter comme plaisir	Montree	Base	Aucun	Joie	Aucune	plaisir
Ah	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_36-102	Ah la la, qu’est-ce qu’un bon repas peut apporter comme plaisir ! 	aetienne_1630049058786_2147-37906209	aetienne	Ah la la	Interjection	Ah la la	Montree	Base	Aucun	Joie	Aucune	ah
la	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_36-102	Ah la la, qu’est-ce qu’un bon repas peut apporter comme plaisir ! 	aetienne_1630049058786_2147-37906209	aetienne	Ah la la	Interjection	Ah la la	Montree	Base	Aucun	Joie	Aucune	le
la	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_36-102	Ah la la, qu’est-ce qu’un bon repas peut apporter comme plaisir ! 	aetienne_1630049058786_2147-37906209	aetienne	Ah la la	Interjection	Ah la la	Montree	Base	Aucun	Joie	Aucune	le
Des	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_102-200	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut… 	aetienne_1630049587992_2147-37906209	aetienne	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Accumulation	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Montree	Base	Aucun	Joie	Aucune	un
frites	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_102-200	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut… 	aetienne_1630049587992_2147-37906209	aetienne	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Accumulation	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Montree	Base	Aucun	Joie	Aucune	frite
bien	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_102-200	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut… 	aetienne_1630049587992_2147-37906209	aetienne	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Accumulation	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Montree	Base	Aucun	Joie	Aucune	bien
croustillantes	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_102-200	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut… 	aetienne_1630049587992_2147-37906209	aetienne	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Accumulation	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Montree	Base	Aucun	Joie	Aucune	croustillant
un	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_102-200	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut… 	aetienne_1630049587992_2147-37906209	aetienne	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Accumulation	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Montree	Base	Aucun	Joie	Aucune	un
steak	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_102-200	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut… 	aetienne_1630049587992_2147-37906209	aetienne	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Accumulation	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Montree	Base	Aucun	Joie	Aucune	steak
fondant	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_102-200	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut… 	aetienne_1630049587992_2147-37906209	aetienne	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Accumulation	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Montree	Base	Aucun	Joie	Aucune	fonder
un	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_102-200	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut… 	aetienne_1630049587992_2147-37906209	aetienne	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Accumulation	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Montree	Base	Aucun	Joie	Aucune	un
gâteau	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_102-200	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut… 	aetienne_1630049587992_2147-37906209	aetienne	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Accumulation	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Montree	Base	Aucun	Joie	Aucune	gâteau
au	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_102-200	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut… 	aetienne_1630049587992_2147-37906209	aetienne	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Accumulation	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Montree	Base	Aucun	Joie	Aucune	au
chocolat	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_102-200	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut… 	aetienne_1630049587992_2147-37906209	aetienne	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Accumulation	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Montree	Base	Aucun	Joie	Aucune	chocolat
sucré	PtitLibe	2147-37906209	7-12_PtitLibe90-restaurants_etoiles_haute_gastronomie	2147-37906209_102-200	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut… 	aetienne_1630049587992_2147-37906209	aetienne	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Accumulation	Des frites bien croustillantes, un steak fondant, un gâteau au chocolat sucré pile comme il faut	Montree	Base	Aucun	Joie	Aucune	sucrer
