Token_declencheur	Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemme
horribles	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_2115-2230	C’est à cause de ces idées horribles que les nazis ont exterminé 6 millions de juifs en Europe entre 1941 et 1945. 	aetienne_1621579836764_3065-98540145	aetienne	horribles	SAdj	horribles	Designee	Base	Base	Peur	Tristesse	horrible
habiter	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_2264-2556	Face à toutes ces persécutions et ces massacres, de nombreux juifs sont allés habiter loin de chez eux, notamment en Israël, dès la fin du XIXe (19e) siècle. «Comme ils ont vu qu’ils n’étaient jamais en sécurité nulle part, beaucoup se sont installés là-bas après la Seconde Guerre mondiale. 	aetienne_1630100897167_3065-98540145	aetienne	sont allés habiter loin de chez eux	Proposition	habiter loin de chez eux	Comportementale	Base	Aucun	Peur	Aucune	habiter
loin	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_2264-2556	Face à toutes ces persécutions et ces massacres, de nombreux juifs sont allés habiter loin de chez eux, notamment en Israël, dès la fin du XIXe (19e) siècle. «Comme ils ont vu qu’ils n’étaient jamais en sécurité nulle part, beaucoup se sont installés là-bas après la Seconde Guerre mondiale. 	aetienne_1630100897167_3065-98540145	aetienne	sont allés habiter loin de chez eux	Proposition	habiter loin de chez eux	Comportementale	Base	Aucun	Peur	Aucune	loin
de	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_2264-2556	Face à toutes ces persécutions et ces massacres, de nombreux juifs sont allés habiter loin de chez eux, notamment en Israël, dès la fin du XIXe (19e) siècle. «Comme ils ont vu qu’ils n’étaient jamais en sécurité nulle part, beaucoup se sont installés là-bas après la Seconde Guerre mondiale. 	aetienne_1630100897167_3065-98540145	aetienne	sont allés habiter loin de chez eux	Proposition	habiter loin de chez eux	Comportementale	Base	Aucun	Peur	Aucune	de
chez	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_2264-2556	Face à toutes ces persécutions et ces massacres, de nombreux juifs sont allés habiter loin de chez eux, notamment en Israël, dès la fin du XIXe (19e) siècle. «Comme ils ont vu qu’ils n’étaient jamais en sécurité nulle part, beaucoup se sont installés là-bas après la Seconde Guerre mondiale. 	aetienne_1630100897167_3065-98540145	aetienne	sont allés habiter loin de chez eux	Proposition	habiter loin de chez eux	Comportementale	Base	Aucun	Peur	Aucune	chez
eux	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_2264-2556	Face à toutes ces persécutions et ces massacres, de nombreux juifs sont allés habiter loin de chez eux, notamment en Israël, dès la fin du XIXe (19e) siècle. «Comme ils ont vu qu’ils n’étaient jamais en sécurité nulle part, beaucoup se sont installés là-bas après la Seconde Guerre mondiale. 	aetienne_1630100897167_3065-98540145	aetienne	sont allés habiter loin de chez eux	Proposition	habiter loin de chez eux	Comportementale	Base	Aucun	Peur	Aucune	lui
persécutions	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_2264-2556	Face à toutes ces persécutions et ces massacres, de nombreux juifs sont allés habiter loin de chez eux, notamment en Israël, dès la fin du XIXe (19e) siècle. «Comme ils ont vu qu’ils n’étaient jamais en sécurité nulle part, beaucoup se sont installés là-bas après la Seconde Guerre mondiale. 	aetienne_1630100850474_3065-98540145	aetienne	Face à toutes ces persécutions et ces massacres	SPrep	persécutions;massacres	Suggeree	Base	Aucun	Peur	Aucune	persécution
massacres	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_2264-2556	Face à toutes ces persécutions et ces massacres, de nombreux juifs sont allés habiter loin de chez eux, notamment en Israël, dès la fin du XIXe (19e) siècle. «Comme ils ont vu qu’ils n’étaient jamais en sécurité nulle part, beaucoup se sont installés là-bas après la Seconde Guerre mondiale. 	aetienne_1630100850474_3065-98540145	aetienne	Face à toutes ces persécutions et ces massacres	SPrep	persécutions;massacres	Suggeree	Base	Aucun	Peur	Aucune	massacre
n	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_2264-2556	Face à toutes ces persécutions et ces massacres, de nombreux juifs sont allés habiter loin de chez eux, notamment en Israël, dès la fin du XIXe (19e) siècle. «Comme ils ont vu qu’ils n’étaient jamais en sécurité nulle part, beaucoup se sont installés là-bas après la Seconde Guerre mondiale. 	aetienne_1621579836765_3065-98540145	aetienne	n’étaient jamais en sécurité nulle part	Proposition	n’étaient jamais en sécurité	Suggeree	Base	Aucun	Peur	Aucune	n
étaient	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_2264-2556	Face à toutes ces persécutions et ces massacres, de nombreux juifs sont allés habiter loin de chez eux, notamment en Israël, dès la fin du XIXe (19e) siècle. «Comme ils ont vu qu’ils n’étaient jamais en sécurité nulle part, beaucoup se sont installés là-bas après la Seconde Guerre mondiale. 	aetienne_1621579836765_3065-98540145	aetienne	n’étaient jamais en sécurité nulle part	Proposition	n’étaient jamais en sécurité	Suggeree	Base	Aucun	Peur	Aucune	être
jamais	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_2264-2556	Face à toutes ces persécutions et ces massacres, de nombreux juifs sont allés habiter loin de chez eux, notamment en Israël, dès la fin du XIXe (19e) siècle. «Comme ils ont vu qu’ils n’étaient jamais en sécurité nulle part, beaucoup se sont installés là-bas après la Seconde Guerre mondiale. 	aetienne_1621579836765_3065-98540145	aetienne	n’étaient jamais en sécurité nulle part	Proposition	n’étaient jamais en sécurité	Suggeree	Base	Aucun	Peur	Aucune	jamais
en	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_2264-2556	Face à toutes ces persécutions et ces massacres, de nombreux juifs sont allés habiter loin de chez eux, notamment en Israël, dès la fin du XIXe (19e) siècle. «Comme ils ont vu qu’ils n’étaient jamais en sécurité nulle part, beaucoup se sont installés là-bas après la Seconde Guerre mondiale. 	aetienne_1621579836765_3065-98540145	aetienne	n’étaient jamais en sécurité nulle part	Proposition	n’étaient jamais en sécurité	Suggeree	Base	Aucun	Peur	Aucune	en
sécurité	PtitLibe	3065-98540145	7-12_PtitLibe95-antisemitisme_antisemitisme	3065-98540145_2264-2556	Face à toutes ces persécutions et ces massacres, de nombreux juifs sont allés habiter loin de chez eux, notamment en Israël, dès la fin du XIXe (19e) siècle. «Comme ils ont vu qu’ils n’étaient jamais en sécurité nulle part, beaucoup se sont installés là-bas après la Seconde Guerre mondiale. 	aetienne_1621579836765_3065-98540145	aetienne	n’étaient jamais en sécurité nulle part	Proposition	n’étaient jamais en sécurité	Suggeree	Base	Aucun	Peur	Aucune	sécurité
dénoncés	PtitLibe	496-30416958	7-12_PtitLibe95-antisemitisme_description	496-30416958_0-143	Ces dernières semaines, plusieurs actes antisémites, c’est-à-dire dirigés contre des personnes juives ou des symboles juifs, ont été dénoncés. 	aetienne_1621579836758_496-30416958	aetienne	ont été dénoncés	Proposition	dénoncés	Comportementale	Base	Aucun	Colere	Aucune	dénoncer
manifestations	PtitLibe	496-30416958	7-12_PtitLibe95-antisemitisme_description	496-30416958_143-249	Des manifestations ont été organisées en France pour dire «non à l’antisémitisme» et au rejet de l’autre. 	aetienne_1621579836759_496-30416958	aetienne	Des manifestations	SN	manifestations	Comportementale	Base	Aucun	Colere	Aucune	manifestation
bon	PtitLibe	2121-54014598	7-12_PtitLibe95-antisemitisme_judaisme	2121-54014598_1670-1794	Les fidèles se réunissent autour d’un bon repas et ne doivent pas travailler, cuisiner ou toucher à la lumière, par exemple.	aetienne_1630101447112_2121-54014598	aetienne	se réunissent autour d’un bon repas	Proposition	bon repas	Suggeree	Base	Aucun	Joie	Aucune	bon
repas	PtitLibe	2121-54014598	7-12_PtitLibe95-antisemitisme_judaisme	2121-54014598_1670-1794	Les fidèles se réunissent autour d’un bon repas et ne doivent pas travailler, cuisiner ou toucher à la lumière, par exemple.	aetienne_1630101447112_2121-54014598	aetienne	se réunissent autour d’un bon repas	Proposition	bon repas	Suggeree	Base	Aucun	Joie	Aucune	repas
manifestations	PtitLibe	1911-53864613	7-12_PtitLibe95-antisemitisme_manifestations_contre_antisemitisme	1911-53864613_0-64	Pourquoi y a-t-il eu des manifestations contre l’antisémitisme ?	aetienne_1621579836809_1911-53864613	aetienne	des manifestations contre l’antisémitisme	SN	manifestations	Comportementale	Base	Aucun	Colere	Aucune	manifestation
dire	PtitLibe	1911-53864613	7-12_PtitLibe95-antisemitisme_manifestations_contre_antisemitisme	1911-53864613_64-189	Des milliers de personnes se sont rassemblées le 19 février dans plusieurs villes de France pour dire non à l’antisémitisme. 	aetienne_1630101941541_1911-53864613	aetienne	dire non à l’antisémitisme	Proposition	dire non	Comportementale	Base	Aucun	Colere	Aucune	dire
non	PtitLibe	1911-53864613	7-12_PtitLibe95-antisemitisme_manifestations_contre_antisemitisme	1911-53864613_64-189	Des milliers de personnes se sont rassemblées le 19 février dans plusieurs villes de France pour dire non à l’antisémitisme. 	aetienne_1630101941541_1911-53864613	aetienne	dire non à l’antisémitisme	Proposition	dire non	Comportementale	Base	Aucun	Colere	Aucune	non
manifestations	PtitLibe	1911-53864613	7-12_PtitLibe95-antisemitisme_manifestations_contre_antisemitisme	1911-53864613_432-534	Ces manifestations ont eu lieu parce qu’il y a eu plusieurs actes antisémites ces dernières semaines. 	aetienne_1621579836811_1911-53864613	aetienne	Ces manifestations	SN	manifestations	Comportementale	Base	Aucun	Colere	Aucune	manifestation
insulté	PtitLibe	1911-53864613	7-12_PtitLibe95-antisemitisme_manifestations_contre_antisemitisme	1911-53864613_631-740	Le philosophe Alain Finkielkraut a, lui, été filmé en train d’être insulté dans la rue parce qu’il est juif. 	aetienne_1621579836815_1911-53864613	aetienne	en train d’être insulté	Proposition	insulté	Designee	Complexe	Aucun	Embarras	Aucune	insulter
s	PtitLibe	1911-53864613	7-12_PtitLibe95-antisemitisme_manifestations_contre_antisemitisme	1911-53864613_1097-1300	C’est 230 de plus que l’année d’avant. «Ça fait 20 ans que c’est comme ça, s’agace Alain Jakubowicz, avocat et ancien président de la Licra, la Ligue internationale contre le racisme et l’antisémitisme. 	aetienne_1630101755556_1911-53864613	aetienne	s’agace	Proposition	s’agace	Comportementale	Base	Aucun	Colere	Aucune	s
agace	PtitLibe	1911-53864613	7-12_PtitLibe95-antisemitisme_manifestations_contre_antisemitisme	1911-53864613_1097-1300	C’est 230 de plus que l’année d’avant. «Ça fait 20 ans que c’est comme ça, s’agace Alain Jakubowicz, avocat et ancien président de la Licra, la Ligue internationale contre le racisme et l’antisémitisme. 	aetienne_1630101755556_1911-53864613	aetienne	s’agace	Proposition	s’agace	Comportementale	Base	Aucun	Colere	Aucune	agacer
Ça	PtitLibe	1911-53864613	7-12_PtitLibe95-antisemitisme_manifestations_contre_antisemitisme	1911-53864613_1097-1300	C’est 230 de plus que l’année d’avant. «Ça fait 20 ans que c’est comme ça, s’agace Alain Jakubowicz, avocat et ancien président de la Licra, la Ligue internationale contre le racisme et l’antisémitisme. 	aetienne_1630101777061_1911-53864613	aetienne	Ça fait 20 ans que c’est comme ça	Proposition	Ça fait 20 ans que c’est comme ça	Montree	Base	Aucun	Colere	Aucune	ça
fait	PtitLibe	1911-53864613	7-12_PtitLibe95-antisemitisme_manifestations_contre_antisemitisme	1911-53864613_1097-1300	C’est 230 de plus que l’année d’avant. «Ça fait 20 ans que c’est comme ça, s’agace Alain Jakubowicz, avocat et ancien président de la Licra, la Ligue internationale contre le racisme et l’antisémitisme. 	aetienne_1630101777061_1911-53864613	aetienne	Ça fait 20 ans que c’est comme ça	Proposition	Ça fait 20 ans que c’est comme ça	Montree	Base	Aucun	Colere	Aucune	faire
20	PtitLibe	1911-53864613	7-12_PtitLibe95-antisemitisme_manifestations_contre_antisemitisme	1911-53864613_1097-1300	C’est 230 de plus que l’année d’avant. «Ça fait 20 ans que c’est comme ça, s’agace Alain Jakubowicz, avocat et ancien président de la Licra, la Ligue internationale contre le racisme et l’antisémitisme. 	aetienne_1630101777061_1911-53864613	aetienne	Ça fait 20 ans que c’est comme ça	Proposition	Ça fait 20 ans que c’est comme ça	Montree	Base	Aucun	Colere	Aucune	20
ans	PtitLibe	1911-53864613	7-12_PtitLibe95-antisemitisme_manifestations_contre_antisemitisme	1911-53864613_1097-1300	C’est 230 de plus que l’année d’avant. «Ça fait 20 ans que c’est comme ça, s’agace Alain Jakubowicz, avocat et ancien président de la Licra, la Ligue internationale contre le racisme et l’antisémitisme. 	aetienne_1630101777061_1911-53864613	aetienne	Ça fait 20 ans que c’est comme ça	Proposition	Ça fait 20 ans que c’est comme ça	Montree	Base	Aucun	Colere	Aucune	an
que	PtitLibe	1911-53864613	7-12_PtitLibe95-antisemitisme_manifestations_contre_antisemitisme	1911-53864613_1097-1300	C’est 230 de plus que l’année d’avant. «Ça fait 20 ans que c’est comme ça, s’agace Alain Jakubowicz, avocat et ancien président de la Licra, la Ligue internationale contre le racisme et l’antisémitisme. 	aetienne_1630101777061_1911-53864613	aetienne	Ça fait 20 ans que c’est comme ça	Proposition	Ça fait 20 ans que c’est comme ça	Montree	Base	Aucun	Colere	Aucune	que
c	PtitLibe	1911-53864613	7-12_PtitLibe95-antisemitisme_manifestations_contre_antisemitisme	1911-53864613_1097-1300	C’est 230 de plus que l’année d’avant. «Ça fait 20 ans que c’est comme ça, s’agace Alain Jakubowicz, avocat et ancien président de la Licra, la Ligue internationale contre le racisme et l’antisémitisme. 	aetienne_1630101777061_1911-53864613	aetienne	Ça fait 20 ans que c’est comme ça	Proposition	Ça fait 20 ans que c’est comme ça	Montree	Base	Aucun	Colere	Aucune	ce
est	PtitLibe	1911-53864613	7-12_PtitLibe95-antisemitisme_manifestations_contre_antisemitisme	1911-53864613_1097-1300	C’est 230 de plus que l’année d’avant. «Ça fait 20 ans que c’est comme ça, s’agace Alain Jakubowicz, avocat et ancien président de la Licra, la Ligue internationale contre le racisme et l’antisémitisme. 	aetienne_1630101777061_1911-53864613	aetienne	Ça fait 20 ans que c’est comme ça	Proposition	Ça fait 20 ans que c’est comme ça	Montree	Base	Aucun	Colere	Aucune	être
comme	PtitLibe	1911-53864613	7-12_PtitLibe95-antisemitisme_manifestations_contre_antisemitisme	1911-53864613_1097-1300	C’est 230 de plus que l’année d’avant. «Ça fait 20 ans que c’est comme ça, s’agace Alain Jakubowicz, avocat et ancien président de la Licra, la Ligue internationale contre le racisme et l’antisémitisme. 	aetienne_1630101777061_1911-53864613	aetienne	Ça fait 20 ans que c’est comme ça	Proposition	Ça fait 20 ans que c’est comme ça	Montree	Base	Aucun	Colere	Aucune	comme
ça	PtitLibe	1911-53864613	7-12_PtitLibe95-antisemitisme_manifestations_contre_antisemitisme	1911-53864613_1097-1300	C’est 230 de plus que l’année d’avant. «Ça fait 20 ans que c’est comme ça, s’agace Alain Jakubowicz, avocat et ancien président de la Licra, la Ligue internationale contre le racisme et l’antisémitisme. 	aetienne_1630101777061_1911-53864613	aetienne	Ça fait 20 ans que c’est comme ça	Proposition	Ça fait 20 ans que c’est comme ça	Montree	Base	Aucun	Colere	Aucune	ça
malheureusement	PtitLibe	1911-53864613	7-12_PtitLibe95-antisemitisme_manifestations_contre_antisemitisme	1911-53864613_1424-1604	Pour Marie-Anne Matard-Bonucci, historienne spécialiste de l’antisémitisme, ce n’est malheureusement pas étonnant «parce que l’antisémitisme a ressurgi tout au long de l’histoire. 	aetienne_1621579836820_1911-53864613	aetienne	malheureusement	SAdv	malheureusement	Designee	Base	Aucun	Tristesse	Aucune	malheureusement
étonnant	PtitLibe	1911-53864613	7-12_PtitLibe95-antisemitisme_manifestations_contre_antisemitisme	1911-53864613_1424-1604	Pour Marie-Anne Matard-Bonucci, historienne spécialiste de l’antisémitisme, ce n’est malheureusement pas étonnant «parce que l’antisémitisme a ressurgi tout au long de l’histoire. 	aetienne_1621579836821_1911-53864613	aetienne	étonnant	SAdj	étonnant	Designee	Base	Aucun	Surprise	Aucune	étonner
